Team,Track,Prize,Medal,Sum,biotech,Bioinformatics,biomed(including neurobio),zoology,botany,"Miscellenous sciences(e.g. agriculture, environmental sci, ecology, general bio)",pharmacy/phamacology/pharmaceutical sciences ,chemistry,biochem,material science,Bioeng,chem eng,civil eng,mech eng,electrical&electronic eng(electronics),biomed eng,industrial eng,miscellenous eng (including technology),"C.S. (including informatics, software engineering, information sciences)",psychology,maths,applied maths,computational maths,theoretical physics,applied physics,physics,economics,management,design,art,art history,history,politics,"business(management, entrepreneurship, BA, communication, marketing)",science communication,architecture,education,sociology,music,linguistics,law,literature,cognitive sciences,Philosophy
UFSCAR-Brasil,,,1,12,6,0,0,0,,1,0,0,0,,0,0,0,0,0,0,0,2,1,0,0,0,,,1,0,0,,0,1,,,0,0,,0,,0,,0,0,,,0
UGA-Georgia,,Nom-Best Measurement Project,1,8,1,0,0,0,,3,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UI_Indonesia,,,3,11,0,0,3,0,,1,2,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UiOslo_Norway,,,3,9,0,0,0,0,,1,0,1,0,,6,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Umaryland,,"Nom-Best New Application Project, Undergrad",1,17,0,0,6,0,,1,0,0,3,,4,1,0,0,0,0,0,0,1,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Umass-Dartmouth,,,4,8,0,0,0,0,,1,0,0,0,,5,0,0,1,0,0,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UMBC-Maryland,,,3,11,0,0,0,0,,4,0,0,4,,0,1,0,0,0,1,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UNA_Honduras,,,4,8,0,0,1,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UNAM-CU,,,2,11,0,0,3,0,,4,1,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UNC-Chapel_Hill,,,2,7,0,0,0,0,,3,0,0,2,,0,0,0,0,0,1,0,0,0,0,0,0,,,1,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Uniandes_Colombia,,,4,12,0,0,3,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,0,,0,0,,,0,0,,0,,0,,0,0,,,0
UNIK_Copenhagen,,"Nom-Best Environment Project, Overgrad, Nom-Best New Composite Part, Overgrad",1,8,1,0,1,0,,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2,0,,0,0,,,0,2,,0,,0,,0,0,,,0
UNITN-Trento,,"Nom-Best Energy Project, Nom-Best Innovation in Measurement, Undergrad",1,7,1,0,0,0,,6,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Uppsala,,"Nom-Best Environment Project, Overgrad",1,23,13,1,2,0,,4,1,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
USTC-Sofrtware,,,1,15,0,0,0,0,,0,0,0,0,,0,0,0,0,1,0,0,1,4,0,3,0,,,0,6,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Utah_State,,,2,7,0,0,0,0,,0,0,0,0,,7,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Valencia_UPV,,,1,6,1,1,1,0,,0,0,0,0,,0,0,0,0,0,2,1,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Vanderbilt,,,4,7,0,0,0,0,,2,0,0,0,,0,0,0,0,0,2,0,0,2,0,1,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Vilnius-Lithuania,,Nom-Best Foundational Advance Project,1,7,0,0,0,0,,5,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Warwick,,,1,8,0,0,2,0,,2,0,0,1,,0,0,0,0,0,0,0,2,0,0,1,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Washington,,,2,16,0,0,0,0,,2,0,1,4,,6,0,0,0,1,0,0,1,0,0,1,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
WashU_StLouis,,,3,7,0,0,0,0,,0,0,0,1,,3,1,0,0,0,1,0,0,1,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Westminster,,,1,14,2,0,0,0,,9,0,0,3,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
WHU-Pharm,,,3,3,0,0,0,0,,0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0.5,0.5,,,0,0,,0,,0,,0,0,,,0
William_and_Mary,,"Finalist, Undergrad, Grand Prize Winner, Undergrad, Best Measurement Project, Nom-Best Model, Undergrad, Best Education and Public Engagement, Undergrad, Best Presentation, Undergrad",1,8,0,3,1,0,,1,0,1,0,,0,0,0,0,0,0,0,0,1,0,1,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
WLC-Milwauikee,,"Nom-Best Education and Public Engagement, Undergrad",1,11,0,0,0,0,,3,0,0,8,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
WPI-Worcester,,,1,6,6,0,0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
XJTLU-CHINA,,,2,13,0,0,0,0,,11,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
Tale,,"Nom-Best Supporting Entrepreneurship, Undergrad",2,13,0,0,0,0,,5,0,1,0,,0,0,0,0,0,3,0,0,2,0,0,0,,,0,1,0,,0,0,,,0,0,,0,,1,,0,0,,,0
York,,,1,10,0,0,0,0,,6,0,0,4,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,0,0,,0,,0,,0,0,,,0
